pensioner_id,age,life_proof_delay,bank_activity_count,biometric_status,historical_approval_rate,pension_credit_anomaly,eligibility_label
PNS-32348,68.04,36.63,6,1,0.6613,0,1
PNS-32349,59.07,17.42,4,1,0.9395,0,1
PNS-32350,61.37,10.24,9,1,0.877,1,1
PNS-32351,84.33,3.22,5,1,0.8787,0,1
PNS-32352,62.42,2.8,10,0,0.7552,0,1
PNS-32353,69.94,4.04,5,1,0.9645,0,1
PNS-32354,70.74,1.11,3,1,0.62,0,1
PNS-32355,62.34,3.38,7,0,0.7918,0,1
PNS-32356,69.95,11.69,4,0,0.8609,0,0
PNS-32357,67.28,17.77,4,0,0.8511,0,0
PNS-32358,72.4,0.49,10,1,0.8209,1,1
PNS-32359,67.2,0.08,12,1,0.9627,1,1
PNS-32360,66.19,8.93,15,1,0.7751,0,1
PNS-32361,77.18,0.5,8,0,0.9269,0,1
PNS-32362,67.88,10.32,10,1,0.9638,0,1
PNS-32363,57.4,3.06,5,1,0.9456,0,1
PNS-32364,61.4,12.2,13,1,0.7441,0,1
PNS-32365,62.44,9.17,9,1,0.96,0,1
PNS-32366,64.16,6.71,8,1,0.9425,0,1
PNS-32367,63.38,18.56,5,0,0.9458,0,0
PNS-32368,75.8,50.98,5,1,0.5517,0,1
PNS-32369,67.29,28.47,18,1,0.7262,0,1
PNS-32370,66.3,20.27,7,1,0.7668,0,1
PNS-32371,64.96,9.54,10,0,0.9079,0,1
PNS-32372,59.58,5.6,12,1,0.9441,1,1
PNS-32373,75.13,5.2,7,1,0.8726,0,1
PNS-32374,77.68,0.62,9,1,0.9658,0,1
PNS-32375,58.3,0.65,7,1,0.8541,0,1
PNS-32376,80.96,13.85,11,1,0.9927,1,1
PNS-32377,62.63,33.05,5,1,0.8386,0,1
PNS-32378,61.98,7.04,8,1,0.8013,0,1
PNS-32379,71.78,8.54,11,0,0.6392,0,0
PNS-32380,72.5,19.99,10,1,0.809,0,1
PNS-32381,67.43,6.73,7,1,0.7023,0,1
PNS-32382,65.23,10.41,6,1,0.7843,0,1
PNS-32383,77.38,1.2,12,1,0.8007,0,1
PNS-32384,63.01,19.86,14,1,0.9589,0,1
PNS-32385,67.45,1.27,6,1,0.6854,0,1
PNS-32386,81.55,4.56,12,1,0.9223,0,1
PNS-32387,57.3,3.83,5,1,0.9068,0,1
PNS-32388,64.33,23.63,7,1,0.9438,0,1
PNS-32389,76.2,4.73,6,1,0.8854,0,1
PNS-32390,72.22,5.74,6,1,0.8687,0,1
PNS-32391,75.15,21.53,6,1,0.3638,0,1
PNS-32392,57.42,27.82,14,1,0.7916,0,1
PNS-32393,70.57,6.3,11,1,0.4651,0,1
PNS-32394,65.72,8.31,9,1,0.9489,0,1
PNS-32395,86.18,32.53,12,1,0.7364,0,1
PNS-32396,74.48,24.31,7,1,0.8421,0,1
PNS-32397,67.82,12.65,7,1,0.8138,0,1
PNS-32398,70.29,0.25,7,1,0.8768,1,1
PNS-32399,68.43,1.67,5,1,0.7946,0,1
PNS-32400,73.59,1.14,12,1,0.8424,0,1
PNS-32401,61.15,24.04,6,1,0.9187,1,0
PNS-32402,78.92,9.13,7,1,0.5943,0,1
PNS-32403,57.4,1.18,6,0,0.8481,0,0
PNS-32404,69.64,26.78,8,1,0.7376,0,1
PNS-32405,61.41,5.67,9,1,0.7765,0,1
PNS-32406,68.34,39.9,10,1,0.9069,0,1
PNS-32407,75.9,6.2,11,1,0.8347,0,1
PNS-32408,71.28,16.72,9,1,0.7631,0,1
PNS-32409,66.64,5.66,7,1,0.7425,0,1
PNS-32410,56.48,17.11,10,1,0.8638,0,1
PNS-32411,65.76,0.48,5,1,0.7805,1,0
PNS-32412,56.46,2.51,5,1,0.8294,0,1
PNS-32413,69.29,31.69,9,1,0.8502,0,1
PNS-32414,64.59,11.17,3,1,0.6098,0,1
PNS-32415,73.98,0.25,3,1,0.9454,0,1
PNS-32416,77.83,15.86,6,0,0.8174,0,0
PNS-32417,68.09,43.11,5,1,0.7332,0,1
PNS-32418,75.15,35.98,7,1,0.7217,0,1
PNS-32419,79.06,15.36,8,1,0.9317,0,1
PNS-32420,60.62,11.28,11,1,0.733,0,1
PNS-32421,79.48,15.68,6,1,0.8362,0,1
PNS-32422,67.7,17.37,5,1,0.8124,0,1
PNS-32423,60.17,3.02,12,1,0.8761,0,1
PNS-32424,70.39,17.24,7,1,0.8881,0,1
PNS-32425,67.42,59.33,12,1,0.8659,0,1
PNS-32426,56.74,22.14,9,1,0.7159,0,1
PNS-32427,59.19,14.94,5,1,0.9654,0,1
PNS-32428,81.1,3.71,11,1,0.9042,0,1
PNS-32429,70.23,1.05,7,1,0.8461,0,1
PNS-32430,79.85,0.72,9,1,0.9614,1,1
PNS-32431,64.67,6.31,7,1,0.9754,1,1
PNS-32432,61.59,7.06,5,1,0.9324,0,1
PNS-32433,65.79,4.51,4,1,0.9182,0,1
PNS-32434,75.74,5.5,13,1,0.777,0,1
PNS-32435,71.29,32.18,5,1,0.6114,0,1
PNS-32436,64.74,4.12,15,0,0.721,0,1
PNS-32437,61.66,18.55,13,1,0.7792,0,1
PNS-32438,77.01,13.03,8,0,0.7499,1,0
PNS-32439,66.58,3.17,7,1,0.9654,0,1
PNS-32440,66.67,1.05,3,1,0.8896,0,1
PNS-32441,63.19,17.91,7,0,0.6952,0,0
PNS-32442,64.74,10.24,4,1,0.783,0,1
PNS-32443,72.4,17.44,9,1,0.6359,0,1
PNS-32444,56.67,14.07,8,1,0.9281,0,1
PNS-32445,68.65,1.14,8,1,0.915,0,1
PNS-32446,75.64,8.0,8,0,0.9436,0,1
PNS-32447,67.32,15.23,4,0,0.9266,0,0
PNS-32448,76.43,3.22,8,0,0.9866,0,1
PNS-32449,78.72,2.62,5,1,0.7415,0,1
PNS-32450,75.23,10.0,10,1,0.6891,0,1
PNS-32451,63.7,10.0,3,1,0.9065,0,1
PNS-32452,67.72,8.96,4,1,0.9799,0,1
PNS-32453,70.77,3.38,10,1,0.5384,0,1
PNS-32454,64.24,15.68,5,1,0.772,0,1
PNS-32455,63.98,5.49,6,1,0.7886,1,0
PNS-32456,63.49,6.46,6,1,0.7651,0,1
PNS-32457,88.35,17.01,5,1,0.8243,0,1
PNS-32458,65.83,6.71,7,1,0.8088,0,1
PNS-32459,76.55,15.88,11,1,0.7004,0,1
PNS-32460,61.04,1.64,9,0,0.5292,0,0
PNS-32461,81.61,20.33,9,0,0.8925,0,1
PNS-32462,64.97,16.34,5,1,0.6184,0,1
PNS-32463,68.42,9.77,9,1,0.7932,0,1
PNS-32464,81.31,15.34,9,1,0.5749,0,1
PNS-32465,76.93,6.27,3,1,0.8876,0,1
PNS-32466,78.67,12.94,6,1,0.8451,0,1
PNS-32467,58.5,2.32,10,1,0.9945,0,1
PNS-32468,77.4,10.94,10,1,0.5385,0,1
PNS-32469,57.3,9.01,14,1,0.9048,0,1
PNS-32470,73.06,1.81,11,0,0.8072,0,1
PNS-32471,65.7,20.66,5,0,0.8253,0,0
PNS-32472,78.69,57.31,11,1,0.9051,0,1
PNS-32473,69.99,0.55,5,1,0.84,0,1
PNS-32474,75.45,21.34,9,1,0.8667,0,1
PNS-32475,77.9,23.04,11,1,0.9414,0,1
PNS-32476,65.67,3.68,9,1,0.8264,0,1
PNS-32477,67.77,2.32,8,1,0.6971,0,1
PNS-32478,59.11,4.91,14,1,0.7334,1,1
PNS-32479,65.6,15.14,5,1,0.8919,0,1
PNS-32480,83.42,19.65,9,1,0.7502,0,1
PNS-32481,74.05,39.71,6,1,0.4873,0,1
PNS-32482,59.64,15.48,4,0,0.9168,0,0
PNS-32483,81.05,2.5,8,1,0.9534,0,1
PNS-32484,71.11,2.06,7,1,0.9764,0,1
PNS-32485,74.64,2.42,10,1,0.8573,0,1
PNS-32486,71.92,29.33,8,1,0.8008,0,1
PNS-32487,71.36,32.59,4,1,0.9479,0,1
PNS-32488,61.68,8.22,11,1,0.7885,0,1
PNS-32489,76.86,37.36,4,0,0.7911,0,0
PNS-32490,65.28,4.77,10,1,0.894,0,1
PNS-32491,76.13,5.5,9,0,0.4624,0,0
PNS-32492,68.8,5.59,4,1,0.7366,0,1
PNS-32493,74.68,25.43,15,1,0.9466,1,1
PNS-32494,69.27,21.8,5,1,0.895,0,1
PNS-32495,76.35,9.61,9,1,0.7482,0,1
PNS-32496,68.13,4.23,2,1,0.9563,0,1
PNS-32497,70.25,2.42,6,1,0.7729,0,1
PNS-32498,71.24,2.68,5,1,0.8094,0,1
PNS-32499,83.03,11.68,8,1,0.9374,0,1
PNS-32500,72.8,1.42,4,1,0.6677,0,1
PNS-32501,57.47,22.92,8,1,0.9887,0,1
PNS-32502,63.49,1.65,1,1,0.6081,0,1
PNS-32503,72.78,21.69,5,1,0.8913,0,1
PNS-32504,78.08,26.01,8,1,0.5975,0,1
PNS-32505,62.22,16.49,10,0,0.8393,0,1
PNS-32506,85.92,34.93,7,1,0.9581,1,0
PNS-32507,69.4,11.99,4,0,0.8825,0,0
PNS-32508,71.36,17.78,6,1,0.9316,0,1
PNS-32509,57.97,20.9,8,1,0.7806,1,1
PNS-32510,76.92,9.08,7,1,0.8359,0,1
PNS-32511,64.43,6.27,6,1,0.7231,0,1
PNS-32512,62.03,16.18,12,1,0.8406,1,1
PNS-32513,65.46,0.17,11,0,0.7656,0,1
PNS-32514,79.06,21.25,6,0,0.6453,0,0
PNS-32515,71.73,20.2,6,1,0.881,0,1
PNS-32516,60.89,33.26,4,0,0.9436,0,0
PNS-32517,63.76,1.69,9,0,0.8298,0,1
PNS-32518,79.28,1.75,4,0,0.6996,0,0
PNS-32519,66.11,47.72,8,1,0.7966,0,1
PNS-32520,72.48,8.3,6,1,0.9047,0,1
PNS-32521,74.44,4.7,8,1,0.7262,0,1
PNS-32522,58.05,6.75,5,1,0.9139,0,1
PNS-32523,78.12,12.67,3,1,0.9256,0,1
PNS-32524,61.18,13.76,12,1,0.6911,0,1
PNS-32525,65.12,33.93,9,0,0.9073,0,1
PNS-32526,80.31,1.8,7,0,0.9144,0,1
PNS-32527,79.58,9.7,6,1,0.8337,0,1
PNS-32528,71.94,32.15,10,1,0.8571,0,1
PNS-32529,73.83,2.48,6,1,0.9591,0,1
PNS-32530,75.82,11.71,8,1,0.9594,0,1
PNS-32531,79.44,1.31,10,1,0.9093,0,1
PNS-32532,80.46,13.43,15,1,0.8541,0,1
PNS-32533,68.86,7.39,10,1,0.6456,0,1
PNS-32534,62.1,21.67,5,1,0.8428,0,1
PNS-32535,65.96,17.17,6,1,0.8698,0,1
PNS-32536,69.02,20.46,10,1,0.8468,0,1
PNS-32537,67.58,6.82,5,0,0.8038,0,0
PNS-32538,59.9,14.69,11,1,0.84,0,1
PNS-32539,71.49,0.89,11,1,0.905,0,1
PNS-32540,55.46,15.38,6,0,0.8557,0,0
PNS-32541,68.68,1.3,6,1,0.9023,0,1
PNS-32542,69.2,18.61,7,1,0.9155,0,1
PNS-32543,68.92,6.64,10,1,0.701,0,1
PNS-32544,74.81,3.32,10,0,0.5464,0,0
PNS-32545,73.75,9.85,6,1,0.6829,0,1
PNS-32546,85.78,9.94,5,1,0.9052,0,1
PNS-32547,63.86,4.36,5,1,0.7142,0,1
PNS-32548,70.23,3.41,9,1,0.8967,0,1
PNS-32549,69.72,23.82,3,1,0.5215,0,1
PNS-32550,69.35,0.96,7,1,0.8255,0,1
PNS-32551,57.88,25.68,14,1,0.8618,0,1
PNS-32552,58.53,17.93,5,1,0.721,0,1
PNS-32553,68.05,30.55,2,0,0.8174,0,0
PNS-32554,55.39,9.65,9,1,0.7912,0,1
PNS-32555,65.33,2.23,14,1,0.8991,0,1
PNS-32556,62.82,62.77,7,1,0.7587,0,1
PNS-32557,65.62,18.24,11,0,0.8574,0,1
PNS-32558,77.06,5.69,7,1,0.8696,0,1
PNS-32559,59.37,9.44,14,1,0.9691,0,1
PNS-32560,74.96,1.99,5,1,0.6495,1,0
PNS-32561,63.43,5.34,10,0,0.7142,0,1
PNS-32562,64.43,6.42,13,1,0.8446,0,1
PNS-32563,71.72,4.18,4,1,0.552,0,1
PNS-32564,65.81,3.05,12,1,0.7784,0,1
PNS-32565,60.86,83.71,10,1,0.993,0,1
PNS-32566,65.04,40.5,10,1,0.7272,0,1
PNS-32567,70.71,9.46,12,1,0.849,0,1
PNS-32568,71.05,4.12,7,1,0.7258,0,1
PNS-32569,57.38,16.11,10,1,0.7305,0,1
PNS-32570,75.1,105.16,5,1,0.648,0,1
PNS-32571,72.92,12.01,5,1,0.8339,0,1
PNS-32572,80.81,32.9,11,1,0.8367,0,1
PNS-32573,85.46,1.19,10,1,0.9331,1,1
PNS-32574,75.49,8.29,7,1,0.8369,0,1
PNS-32575,62.98,21.08,7,1,0.8927,0,1
PNS-32576,85.38,0.42,5,1,0.9233,1,0
PNS-32577,58.45,10.01,8,1,0.9967,0,1
PNS-32578,67.94,6.62,3,1,0.6461,0,1
PNS-32579,82.82,2.21,4,0,0.7538,0,0
PNS-32580,72.81,21.05,10,1,0.7264,0,1
PNS-32581,58.65,0.88,7,1,0.8065,0,1
PNS-32582,57.16,0.41,8,1,0.9201,0,1
PNS-32583,72.41,0.06,8,1,0.7573,0,1
PNS-32584,61.04,0.25,9,1,0.8856,0,1
PNS-32585,62.19,32.25,8,1,0.927,0,1
PNS-32586,83.73,13.07,5,1,0.8752,0,1
PNS-32587,85.19,26.85,7,1,0.8991,0,1
PNS-32588,69.17,55.21,11,1,0.9489,0,1
PNS-32589,66.8,0.68,9,1,0.7858,0,1
PNS-32590,75.22,21.9,8,1,0.935,0,1
PNS-32591,63.51,15.58,5,1,0.7384,0,1
PNS-32592,60.13,2.72,6,1,0.8436,0,1
PNS-32593,61.88,2.23,3,1,0.9346,0,1
PNS-32594,67.41,7.91,6,1,0.8519,1,1
PNS-32595,75.06,37.28,10,1,0.9178,0,1
PNS-32596,68.13,5.9,6,0,0.7901,0,0
PNS-32597,74.48,21.19,11,1,0.9265,0,1
PNS-32598,75.28,2.59,6,1,0.8428,0,1
PNS-32599,79.09,0.37,7,1,0.7378,0,1
PNS-32600,69.49,5.27,5,1,0.8833,1,0
PNS-32601,70.21,3.66,5,1,0.8481,0,1
PNS-32602,67.71,21.22,4,1,0.795,0,1
PNS-32603,65.93,1.11,9,1,0.5781,0,1
PNS-32604,55.42,15.92,11,1,0.898,0,1
PNS-32605,77.38,3.85,17,1,0.6663,0,1
PNS-32606,64.93,19.31,13,1,0.7614,0,1
PNS-32607,64.47,8.41,7,1,0.5993,1,0
PNS-32608,63.67,12.36,10,1,0.7655,0,1
PNS-32609,57.28,3.56,4,0,0.7609,0,0
PNS-32610,67.32,4.4,12,1,0.8106,0,1
PNS-32611,72.13,0.82,7,1,0.9086,0,1
PNS-32612,62.36,5.34,7,1,0.4916,0,1
PNS-32613,76.3,4.56,11,1,0.7367,0,1
PNS-32614,65.05,4.16,5,1,0.8816,0,1
PNS-32615,55.74,11.77,4,1,0.7317,0,1
PNS-32616,78.99,0.13,6,0,0.8991,0,1
PNS-32617,69.59,7.05,5,1,0.8006,0,1
PNS-32618,74.91,18.34,9,1,0.7572,0,1
PNS-32619,75.09,31.61,2,1,0.9033,0,1
PNS-32620,60.43,18.34,6,1,0.5601,0,1
PNS-32621,63.82,0.46,9,1,0.8694,0,1
PNS-32622,76.27,27.67,3,1,0.8354,0,1
PNS-32623,82.68,42.93,13,1,0.9864,0,1
PNS-32624,68.51,58.75,9,1,0.8069,0,1
PNS-32625,62.98,7.18,10,1,0.9072,0,1
PNS-32626,81.46,7.17,6,1,0.873,0,1
PNS-32627,62.99,1.41,10,1,0.8288,0,1
PNS-32628,70.63,33.13,6,1,0.7411,0,1
PNS-32629,64.58,18.06,3,1,0.9089,1,0
PNS-32630,70.15,31.82,9,1,0.9047,0,1
PNS-32631,60.44,7.73,8,1,0.9419,0,1
PNS-32632,65.0,25.27,9,1,0.7215,0,1
PNS-32633,62.98,31.8,8,1,0.7687,0,1
PNS-32634,73.3,0.13,7,1,0.6257,0,1
PNS-32635,69.31,0.1,8,1,0.6852,0,1
PNS-32636,75.04,2.33,9,1,0.8111,0,1
PNS-32637,61.39,3.11,6,0,0.6117,0,0
PNS-32638,66.33,14.61,11,1,0.8947,0,1
PNS-32639,73.0,7.49,8,0,0.8959,0,1
PNS-32640,74.87,0.62,8,1,0.8438,0,1
PNS-32641,56.43,6.62,11,1,0.8126,1,1
PNS-32642,70.54,11.11,11,1,0.8718,0,1
PNS-32643,61.49,7.08,15,0,0.7686,0,1
PNS-32644,75.27,5.42,12,0,0.5844,0,0
PNS-32645,82.88,0.36,6,1,0.8644,0,1
PNS-32646,73.84,4.12,6,1,0.9566,0,1
PNS-32647,62.75,0.44,8,1,0.7693,0,1
PNS-32648,70.11,16.43,5,1,0.6189,0,1
PNS-32649,67.97,0.14,6,1,0.6023,0,1
PNS-32650,75.52,7.55,5,1,0.4772,0,1
PNS-32651,68.63,4.92,8,0,0.8268,0,1
PNS-32652,63.76,10.65,5,1,0.621,0,1
PNS-32653,59.84,4.67,7,1,0.9737,1,1
PNS-32654,58.49,4.6,6,1,0.6919,0,1
PNS-32655,62.06,27.59,8,1,0.7591,0,1
PNS-32656,63.48,24.84,3,1,0.8613,0,1
PNS-32657,71.07,21.81,11,1,0.901,0,1
PNS-32658,66.75,0.13,13,1,0.901,0,1
PNS-32659,62.79,5.22,5,1,0.8791,0,1
PNS-32660,59.93,12.54,9,1,0.7893,1,1
PNS-32661,62.38,27.8,12,1,0.8375,0,1
PNS-32662,63.49,48.75,10,1,0.8367,0,1
PNS-32663,62.01,9.5,10,1,0.8229,0,1
PNS-32664,73.38,7.72,7,1,0.5613,0,1
PNS-32665,78.94,1.87,10,1,0.9304,0,1
PNS-32666,58.59,22.11,10,1,0.9366,0,1
PNS-32667,76.95,15.05,12,1,0.8771,0,1
PNS-32668,73.55,41.5,7,1,0.7233,0,1
PNS-32669,69.44,5.89,16,0,0.8648,1,0
PNS-32670,80.21,43.24,12,1,0.3687,0,1
PNS-32671,66.64,3.76,5,0,0.819,0,0
PNS-32672,71.22,5.82,6,1,0.873,0,1
PNS-32673,68.99,16.25,3,1,0.6557,0,1
PNS-32674,68.39,6.04,11,1,0.8593,0,1
PNS-32675,71.67,11.37,10,1,0.8623,0,1
PNS-32676,68.37,15.62,9,1,0.916,0,1
PNS-32677,71.73,5.6,9,1,0.9364,0,1
PNS-32678,62.64,54.01,5,0,0.8397,1,0
PNS-32679,62.89,5.72,3,1,0.8231,0,1
PNS-32680,62.61,23.44,10,1,0.9131,0,1
PNS-32681,65.08,13.19,11,1,0.728,0,1
PNS-32682,76.11,1.07,4,1,0.9465,0,1
PNS-32683,64.3,2.32,8,1,0.6067,0,1
PNS-32684,73.22,12.44,5,1,0.8155,0,1
PNS-32685,70.12,2.94,11,1,0.8747,0,1
PNS-32686,64.47,41.84,10,1,0.855,0,1
PNS-32687,78.47,49.53,5,1,0.7886,1,0
PNS-32688,73.89,15.64,10,1,0.9567,0,1
PNS-32689,68.01,13.58,13,1,0.8772,0,1
PNS-32690,67.35,19.44,10,0,0.7433,0,0
PNS-32691,68.75,31.72,10,1,0.7315,0,1
PNS-32692,55.76,4.22,5,1,0.8236,0,1
PNS-32693,61.4,1.67,7,1,0.806,0,1
PNS-32694,71.7,4.42,11,1,0.9456,0,1
PNS-32695,55.34,10.09,12,1,0.9779,0,1
PNS-32696,62.02,2.78,7,1,0.7801,0,1
PNS-32697,64.86,1.35,15,1,0.7434,0,1
PNS-32698,67.24,14.24,7,0,0.7421,1,0
PNS-32699,73.39,11.05,9,1,0.8158,0,1
PNS-32700,76.78,17.81,8,1,0.7982,1,1
PNS-32701,61.56,16.04,6,1,0.8097,0,1
PNS-32702,70.9,11.45,9,1,0.9461,0,1
PNS-32703,67.02,48.19,8,1,0.951,0,1
PNS-32704,65.36,0.86,8,1,0.5971,1,1
PNS-32705,72.04,0.38,4,0,0.9236,0,0
PNS-32706,56.66,53.09,6,1,0.774,0,1
PNS-32707,71.15,12.6,5,1,0.8789,0,1
PNS-32708,71.81,46.04,7,1,0.6987,0,1
PNS-32709,63.18,6.77,5,1,0.9541,0,1
PNS-32710,61.32,23.5,12,1,0.6398,0,1
PNS-32711,62.28,11.44,8,1,0.765,0,1
PNS-32712,65.22,8.5,9,1,0.8721,0,1
PNS-32713,65.47,5.92,9,1,0.8064,0,1
PNS-32714,72.08,22.77,9,1,0.6901,1,0
PNS-32715,63.72,12.76,13,1,0.6181,0,1
PNS-32716,80.82,9.19,4,1,0.8414,0,1
PNS-32717,80.76,2.63,7,0,0.7891,0,0
PNS-32718,69.89,4.49,8,1,0.8474,0,1
PNS-32719,65.24,2.35,8,0,0.7415,0,1
PNS-32720,63.73,1.09,6,1,0.8286,0,1
PNS-32721,70.53,2.45,11,1,0.7579,0,1
PNS-32722,71.93,13.74,8,1,0.8455,0,1
PNS-32723,66.39,20.31,4,1,0.8677,0,1
PNS-32724,64.85,0.28,6,1,0.7946,0,1
PNS-32725,70.82,25.66,7,0,0.7505,0,0
PNS-32726,68.55,3.31,10,1,0.6671,0,1
PNS-32727,63.42,2.9,8,1,0.8486,1,1
PNS-32728,68.9,5.26,8,1,0.9556,0,1
PNS-32729,63.16,2.12,8,1,0.8531,1,1
PNS-32730,61.99,2.24,6,1,0.8198,0,1
PNS-32731,67.96,8.32,9,0,0.8991,0,1
PNS-32732,63.4,36.58,9,0,0.8838,0,1
PNS-32733,62.14,3.92,10,1,0.7549,0,1
PNS-32734,76.37,3.16,3,1,0.6322,0,1
PNS-32735,64.86,29.71,6,1,0.9523,0,1
PNS-32736,82.75,16.73,10,1,0.7831,0,1
PNS-32737,73.01,19.65,15,1,0.9176,0,1
PNS-32738,61.43,19.78,7,1,0.878,0,1
PNS-32739,77.28,47.65,9,1,0.5285,0,1
PNS-32740,62.27,9.99,8,1,0.8017,0,1
PNS-32741,83.79,48.08,7,1,0.9383,1,0
PNS-32742,69.81,9.85,2,1,0.8758,0,1
PNS-32743,72.34,3.62,9,1,0.9633,0,1
PNS-32744,68.25,7.94,7,0,0.5959,1,0
PNS-32745,70.13,26.76,10,1,0.8568,0,1
PNS-32746,66.17,62.24,4,1,0.7492,0,1
PNS-32747,60.59,43.96,5,1,0.7296,0,1
PNS-32748,70.72,12.86,12,1,0.9029,0,1
PNS-32749,76.2,13.15,12,0,0.7647,0,0
PNS-32750,58.47,0.41,6,1,0.5496,0,1
PNS-32751,80.32,34.32,13,1,0.8973,0,1
PNS-32752,72.81,0.96,7,0,0.834,0,1
PNS-32753,64.5,6.05,12,1,0.512,0,1
PNS-32754,64.36,0.9,6,1,0.6098,0,1
PNS-32755,82.91,17.86,8,1,0.9262,0,1
PNS-32756,75.51,7.52,9,1,0.9568,0,1
PNS-32757,77.12,2.04,12,1,0.9059,0,1
PNS-32758,65.99,2.1,3,1,0.7734,0,1
PNS-32759,72.44,5.53,7,1,0.829,0,1
PNS-32760,70.8,17.55,6,0,0.74,0,0
PNS-32761,66.6,10.32,11,1,0.9768,0,1
PNS-32762,68.87,0.14,5,1,0.9367,0,1
PNS-32763,76.88,1.85,4,1,0.8491,0,1
PNS-32764,80.8,10.26,8,1,0.837,0,1
PNS-32765,65.99,14.92,9,1,0.6638,0,1
PNS-32766,57.5,1.69,15,0,0.7591,0,1
PNS-32767,81.15,41.07,7,1,0.9201,0,1
PNS-32768,81.25,1.66,3,0,0.9623,1,0
PNS-32769,71.2,5.64,6,1,0.8778,0,1
PNS-32770,82.34,9.07,8,1,0.822,0,1
PNS-32771,70.62,7.2,11,1,0.7565,0,1
PNS-32772,60.73,56.46,10,0,0.7407,0,0
PNS-32773,57.5,10.26,12,1,0.8585,0,1
PNS-32774,57.43,10.17,9,1,0.7405,0,1
PNS-32775,68.04,17.49,12,1,0.9376,0,1
PNS-32776,64.27,14.11,5,1,0.7651,1,0
PNS-32777,63.37,11.56,5,1,0.7881,0,1
PNS-32778,67.14,2.18,14,1,0.9607,0,1
PNS-32779,74.86,14.26,8,1,0.9352,1,1
PNS-32780,63.62,0.27,6,1,0.7051,0,1
PNS-32781,62.28,15.31,10,0,0.6763,1,0
PNS-32782,64.15,1.21,10,1,0.5865,0,1
PNS-32783,75.37,16.79,6,1,0.6526,0,1
PNS-32784,67.44,23.53,5,1,0.9203,0,1
PNS-32785,70.24,8.45,7,1,0.932,0,1
PNS-32786,80.42,10.04,8,0,0.7314,0,0
PNS-32787,72.5,17.13,6,1,0.8694,0,1
PNS-32788,73.12,10.97,5,1,0.4925,0,1
PNS-32789,72.33,13.15,7,1,0.8165,0,1
PNS-32790,58.52,9.11,1,1,0.7181,0,1
PNS-32791,70.95,16.57,6,0,0.8894,0,0
PNS-32792,68.5,7.21,7,1,0.9383,0,1
PNS-32793,75.14,15.8,11,1,0.8428,0,1
PNS-32794,64.87,1.15,4,1,0.6952,0,1
PNS-32795,69.61,0.48,12,0,0.702,0,1
PNS-32796,72.84,7.81,12,1,0.7381,0,1
PNS-32797,83.19,2.59,8,1,0.9544,0,1
PNS-32798,80.51,27.93,5,1,0.7628,0,1
PNS-32799,78.13,3.81,7,0,0.8773,0,1
PNS-32800,73.82,8.05,6,1,0.8611,0,1
PNS-32801,64.55,2.51,8,0,0.7529,0,1
PNS-32802,73.81,11.3,13,1,0.674,0,1
PNS-32803,61.82,53.8,3,1,0.6778,0,1
PNS-32804,66.35,1.15,5,1,0.7853,0,1
PNS-32805,82.23,10.58,9,1,0.6931,0,1
PNS-32806,72.3,0.91,3,1,0.9713,0,1
PNS-32807,69.82,30.85,9,1,0.8988,0,1
PNS-32808,70.85,40.63,8,1,0.7327,0,1
PNS-32809,67.25,12.66,8,1,0.6178,0,1
PNS-32810,62.72,6.81,8,1,0.8955,1,1
PNS-32811,57.88,0.53,10,1,0.8906,0,1
PNS-32812,72.94,32.07,11,1,0.7771,0,1
PNS-32813,60.64,0.26,4,1,0.5374,0,1
PNS-32814,67.14,5.71,11,0,0.8579,1,0
PNS-32815,58.18,8.34,8,0,0.7472,0,1
PNS-32816,62.25,11.04,5,1,0.819,0,1
PNS-32817,67.97,7.59,7,1,0.8672,0,1
PNS-32818,75.39,16.41,3,1,0.7457,0,1
PNS-32819,76.99,15.67,8,1,0.8301,1,1
PNS-32820,62.12,7.76,14,0,0.8323,0,1
PNS-32821,70.45,39.22,3,1,0.8474,1,0
PNS-32822,56.6,12.31,8,1,0.6802,0,1
PNS-32823,68.45,8.33,11,1,0.9574,0,1
PNS-32824,75.63,0.63,11,1,0.923,0,1
PNS-32825,67.46,8.99,6,1,0.9312,0,1
PNS-32826,78.53,29.55,7,1,0.9116,0,1
PNS-32827,74.7,36.84,16,1,0.8984,0,1
PNS-32828,69.93,9.75,9,1,0.8723,0,1
PNS-32829,66.0,19.44,6,1,0.69,0,1
PNS-32830,63.73,0.98,9,1,0.6007,0,1
PNS-32831,56.34,1.44,6,1,0.4396,0,1
PNS-32832,57.64,16.56,5,1,0.8929,0,1
PNS-32833,75.96,31.48,3,1,0.9295,0,1
PNS-32834,80.11,6.8,7,1,0.869,0,1
PNS-32835,59.35,3.34,10,0,0.961,0,1
PNS-32836,68.55,27.72,6,1,0.5093,1,0
PNS-32837,55.4,2.21,14,1,0.8822,0,1
PNS-32838,60.19,22.46,9,1,0.8461,0,1
PNS-32839,70.08,3.51,10,1,0.9635,1,1
PNS-32840,63.85,0.02,6,1,0.9033,0,1
PNS-32841,80.13,2.9,5,1,0.8653,0,1
PNS-32842,81.75,14.83,10,1,0.6341,0,1
PNS-32843,67.61,6.39,7,1,0.896,0,1
PNS-32844,59.16,23.02,3,1,0.7831,0,1
PNS-32845,69.02,3.9,9,1,0.9444,1,1
PNS-32846,67.35,5.78,9,1,0.9403,0,1
